pedido_id,cliente_id,data_pedido,hora_pedido,status,forma_pagamento,frete,desconto_pct,data_entrega,canal_venda,subtotal_produtos,desconto_valor,valor_total
1547,247,2024-09-27,02:56:51,concluído,cartão crédito,10.92,20,2024-10-06,marketplace,146.85,29.37,128.4
1548,167,2026-05-05,15:25:52,concluído,cartão crédito,21.2,0,2026-05-13,marketplace,186.45,0.0,207.65
1549,178,2025-06-10,23:08:01,enviado,pix,35.17,10,,loja física,135.81,13.58,157.4
1550,443,2024-08-15,16:19:33,processando,cartão débito,20.56,0,,marketplace,3243.27,0.0,3263.83
1551,456,2025-06-24,03:11:04,concluído,pix,20.41,5,2025-06-28,marketplace,1752.3600000000001,87.62,1685.15
1552,211,2024-10-22,21:27:20,concluído,cartão crédito,22.05,0,2024-10-28,site,5253.06,0.0,5275.11
1553,113,2025-05-26,17:27:01,concluído,cartão crédito,40.84,0,2025-06-07,loja física,948.24,0.0,989.08
1554,86,2024-10-25,14:58:13,concluído,cartão débito,38.9,0,2024-11-09,marketplace,299.1,0.0,338.0
1555,11,2026-02-27,09:38:47,concluído,boleto,1.05,0,2026-03-08,marketplace,321.71000000000004,0.0,322.76
1556,393,2026-04-04,17:12:27,processando,pix,3.17,0,,app,1332.05,0.0,1335.22
1557,81,2024-10-18,16:44:12,concluído,pix,19.74,10,2024-10-22,marketplace,4460.68,446.07,4034.35
1558,467,2024-10-28,14:24:07,processando,cartão crédito,20.63,5,,app,541.98,27.1,535.51
1559,19,2025-08-20,08:59:33,cancelado,pix,37.68,5,,loja física,679.98,34.0,683.66
1560,22,2025-06-19,21:43:24,enviado,cartão crédito,15.04,0,,app,209.94,0.0,224.98
1561,64,2025-12-22,12:17:26,concluído,pix,18.86,0,2026-01-03,marketplace,548.01,0.0,566.87
1562,40,2024-10-22,00:49:17,processando,cartão crédito,36.03,10,,loja física,699.9,69.99,665.94
1563,426,2025-10-19,21:16:15,concluído,cartão débito,45.86,0,2025-10-31,loja física,1992.3899999999999,0.0,2038.25
1564,440,2025-01-08,23:29:02,concluído,cartão crédito,16.15,5,2025-01-18,site,6133.389999999999,306.67,5842.87
1565,104,2024-06-20,06:08:53,concluído,cartão crédito,48.37,5,2024-06-28,loja física,1740.36,87.02,1701.71
1566,114,2025-01-30,19:36:13,concluído,boleto,27.99,0,2025-02-01,app,1617.66,0.0,1645.65
1567,373,2024-10-08,10:49:18,concluído,cartão crédito,18.6,5,2024-10-16,site,4205.14,210.26,4013.48
1568,500,2026-04-22,12:06:39,concluído,cartão crédito,38.48,0,2026-05-02,loja física,1612.02,0.0,1650.5
1569,160,2024-10-19,23:00:17,concluído,cartão crédito,40.4,20,2024-10-30,site,16642.79,3328.56,13354.63
1570,443,2026-02-28,21:05:15,concluído,boleto,29.61,0,2026-03-04,loja física,2359.85,0.0,2389.46
1571,243,2025-04-06,02:10:08,enviado,cartão débito,41.9,10,,site,2420.07,242.01,2219.96
1572,130,2025-11-19,19:14:39,enviado,cartão crédito,36.95,10,,site,2541.85,254.18,2324.62
1573,307,2025-09-19,00:25:22,concluído,cartão crédito,0.28,5,2025-09-29,loja física,571.68,28.58,543.38
1574,492,2024-10-27,19:32:20,concluído,pix,16.06,10,2024-11-02,site,146.84,14.68,148.22
1575,218,2024-07-27,20:31:00,cancelado,pix,18.75,10,,app,264.6,26.46,256.89
1576,86,2024-09-23,09:14:55,concluído,cartão crédito,43.4,0,2024-09-25,loja física,761.3,0.0,804.7
1577,412,2024-07-29,20:52:58,concluído,cartão débito,6.98,15,2024-08-09,loja física,1311.07,196.66,1121.39
1578,61,2025-05-01,02:22:39,concluído,cartão crédito,14.68,15,2025-05-06,marketplace,1105.8,165.87,954.61
1579,456,2024-12-11,09:39:39,concluído,cartão crédito,32.45,0,2024-12-21,app,308.04,0.0,340.49
1580,488,2025-05-23,08:03:47,processando,pix,25.92,0,,loja física,291.98,0.0,317.9
1581,475,2026-05-11,01:13:45,concluído,pix,49.71,15,2026-05-17,app,2067.0,310.05,1806.66
1582,243,2025-10-17,23:40:59,concluído,cartão crédito,20.77,0,2025-10-31,site,848.25,0.0,869.02
1583,3,2025-04-12,13:01:19,cancelado,cartão crédito,9.36,5,,loja física,956.27,47.81,917.82
1584,320,2024-08-20,18:17:29,concluído,cartão débito,7.81,0,2024-08-21,app,145.99,0.0,153.8
1585,476,2025-12-18,11:51:27,concluído,cartão crédito,14.18,15,2025-12-19,loja física,850.28,127.54,736.92
1586,189,2025-07-18,01:39:43,concluído,cartão débito,20.12,0,2025-07-23,app,15051.300000000001,0.0,15071.42
1587,53,2024-09-18,13:05:35,concluído,pix,13.97,0,2024-09-21,site,979.5,0.0,993.47
1588,301,2025-12-20,09:40:21,concluído,cartão débito,19.11,5,2025-12-29,marketplace,1276.8600000000001,63.84,1232.13
1589,378,2026-01-07,19:05:30,cancelado,pix,33.36,0,,app,1556.24,0.0,1589.6
1590,111,2026-02-21,11:52:27,concluído,cartão crédito,40.09,0,2026-02-25,app,107.38,0.0,147.47
1591,166,2024-06-13,01:33:07,concluído,cartão crédito,48.4,0,2024-06-14,loja física,386.64000000000004,0.0,435.04
1592,168,2025-09-15,12:00:15,concluído,cartão crédito,37.92,0,2025-09-23,loja física,954.9,0.0,992.82
1593,362,2024-08-20,08:53:56,concluído,cartão débito,15.56,5,2024-08-27,site,566.4,28.32,553.64
1594,432,2025-03-24,09:54:03,processando,cartão crédito,8.29,5,,marketplace,580.12,29.01,559.4
1595,431,2025-03-29,03:54:02,enviado,cartão crédito,22.04,5,,marketplace,946.72,47.34,921.42
1596,286,2024-06-19,23:58:14,enviado,pix,32.54,0,,marketplace,3225.69,0.0,3258.23
1597,395,2024-08-28,09:00:31,processando,pix,36.35,0,,app,939.8399999999999,0.0,976.19
1598,478,2026-03-07,22:02:06,concluído,pix,0.53,0,2026-03-10,app,2799.7599999999998,0.0,2800.29
1599,169,2024-06-14,10:25:36,concluído,cartão crédito,18.41,0,2024-06-19,site,2677.07,0.0,2695.48
1600,18,2026-01-17,21:27:30,enviado,cartão débito,32.02,0,,marketplace,1001.05,0.0,1033.07
1601,498,2026-03-10,23:45:34,concluído,cartão débito,1.52,10,2026-03-11,loja física,5831.43,583.14,5249.81
1602,324,2025-10-17,11:48:55,cancelado,cartão débito,8.67,10,,site,4464.87,446.49,4027.05
1603,314,2026-05-30,21:27:14,concluído,pix,7.64,10,2026-05-31,app,600.16,60.02,547.78
1604,434,2024-07-07,21:10:17,concluído,cartão crédito,22.12,10,2024-07-21,marketplace,19.62,1.96,39.78
1605,143,2024-09-14,13:47:38,concluído,boleto,9.69,5,2024-09-23,site,1160.24,58.01,1111.92
1606,435,2024-12-13,19:14:45,concluído,pix,44.8,0,2024-12-24,marketplace,817.65,0.0,862.45
1607,207,2026-01-23,01:49:52,concluído,cartão crédito,33.32,0,2026-02-03,app,400.42,0.0,433.74
1608,257,2024-08-07,20:07:55,processando,cartão crédito,13.31,0,,site,1295.39,0.0,1308.7
1609,353,2024-12-28,19:16:35,concluído,cartão débito,8.63,10,2025-01-01,site,6018.12,601.81,5424.94
1610,180,2024-09-22,16:43:06,concluído,cartão crédito,23.27,10,2024-10-01,site,5702.04,570.2,5155.11
1611,46,2026-06-02,22:32:24,concluído,cartão crédito,4.52,10,2026-06-10,app,2684.46,268.45,2420.53
1612,495,2025-10-04,05:05:25,concluído,cartão crédito,8.45,0,2025-10-15,marketplace,4783.08,0.0,4791.53
1613,371,2025-09-12,15:50:43,concluído,boleto,15.36,5,2025-09-27,app,800.84,40.04,776.16
1614,378,2024-06-14,09:23:54,enviado,cartão crédito,2.66,10,,app,430.76,43.08,390.34
1615,162,2026-02-09,09:12:45,concluído,cartão crédito,41.68,0,2026-02-19,app,3017.58,0.0,3059.26
1616,133,2024-06-11,04:57:19,concluído,pix,13.2,0,2024-06-16,marketplace,722.64,0.0,735.84
1617,268,2026-02-08,19:25:23,concluído,cartão crédito,31.49,10,2026-02-19,site,900.32,90.03,841.78
1618,300,2024-08-25,12:05:58,cancelado,cartão crédito,26.84,0,,loja física,5702.04,0.0,5728.88
1619,350,2025-07-30,04:18:38,concluído,pix,10.35,5,2025-08-12,marketplace,1355.28,67.76,1297.87
1620,108,2025-12-27,16:17:02,concluído,cartão crédito,23.34,0,2026-01-09,site,656.44,0.0,679.78
1621,96,2026-03-01,11:11:00,concluído,cartão débito,23.32,0,2026-03-12,loja física,360.78,0.0,384.1
1622,462,2025-02-21,17:50:35,enviado,cartão crédito,34.99,5,,site,741.86,37.09,739.76
1623,172,2026-03-28,05:39:17,concluído,cartão crédito,45.06,0,2026-04-05,marketplace,6884.34,0.0,6929.4
1624,280,2025-12-05,09:43:45,concluído,cartão crédito,1.09,10,2025-12-13,loja física,95.4,9.54,86.95
1625,223,2024-08-08,21:39:50,concluído,pix,23.63,0,2024-08-20,marketplace,451.03999999999996,0.0,474.67
1626,248,2024-11-08,01:20:48,enviado,pix,14.98,20,,app,600.52,120.1,495.4
1627,462,2024-09-20,01:14:06,enviado,boleto,5.38,0,,marketplace,2795.65,0.0,2801.03
1628,206,2025-06-12,01:34:37,cancelado,cartão débito,8.18,0,,marketplace,2900.6,0.0,2908.78
1629,495,2026-01-14,23:06:21,processando,pix,26.15,20,,app,618.88,123.78,521.25
1630,404,2025-08-15,02:06:19,concluído,boleto,48.42,0,2025-08-21,app,901.95,0.0,950.37
1631,235,2026-04-28,01:09:31,processando,cartão crédito,22.98,5,,app,1547.2,77.36,1492.82
1632,155,2025-05-15,00:38:19,processando,cartão crédito,9.21,15,,loja física,663.3,99.5,573.01
1633,79,2026-02-27,07:09:57,concluído,pix,42.2,0,2026-03-03,loja física,309.44,0.0,351.64
1634,242,2024-10-08,15:01:51,concluído,cartão débito,19.66,0,2024-10-10,loja física,166.7,0.0,186.36
1635,426,2025-01-28,15:52:10,enviado,cartão débito,12.11,15,,loja física,700.89,105.13,607.87
1636,479,2025-02-16,14:11:02,concluído,cartão crédito,38.59,15,2025-03-01,loja física,400.42,60.06,378.95
1637,37,2025-06-10,21:17:50,concluído,cartão crédito,33.43,20,2025-06-19,site,2934.53,586.91,2381.05
1638,92,2024-10-01,22:08:06,concluído,pix,18.42,0,2024-10-11,site,200.43,0.0,218.85
1639,385,2024-12-10,06:43:28,enviado,cartão crédito,3.86,0,,loja física,19828.6,0.0,19832.46
1640,155,2024-07-17,07:23:34,concluído,cartão crédito,16.95,5,2024-07-21,loja física,112.12,5.61,123.46
1641,199,2025-07-31,01:51:54,concluído,pix,23.98,0,2025-08-05,loja física,1070.73,0.0,1094.71
1642,350,2025-11-23,10:22:51,concluído,cartão débito,5.31,10,2025-11-30,marketplace,428.76,42.88,391.19
1643,52,2024-12-28,15:33:04,enviado,pix,20.18,10,,app,13427.74,1342.77,12105.15
1644,260,2025-10-04,06:58:55,concluído,cartão crédito,22.69,0,2025-10-14,loja física,341.2,0.0,363.89
1645,156,2025-07-31,03:28:37,concluído,cartão crédito,37.03,0,2025-08-01,loja física,2488.56,0.0,2525.59
1646,243,2024-09-07,12:05:31,concluído,pix,42.12,20,2024-09-20,site,11154.710000000001,2230.94,8965.89
1647,218,2024-06-20,09:08:31,enviado,cartão débito,19.14,5,,app,2025.96,101.3,1943.8
1648,363,2026-03-06,15:30:46,concluído,cartão débito,9.86,10,2026-03-21,loja física,2310.98,231.1,2089.74
1649,145,2024-07-08,11:49:12,concluído,cartão crédito,43.31,0,2024-07-16,site,100.69,0.0,144.0
1650,352,2024-08-22,18:24:51,processando,cartão crédito,21.24,5,,site,3776.2700000000004,188.81,3608.7
1651,151,2025-07-31,22:39:45,concluído,cartão crédito,0.87,0,2025-08-03,site,544.2,0.0,545.07
1652,375,2025-01-20,09:24:16,concluído,cartão crédito,36.86,0,2025-01-26,site,1094.1999999999998,0.0,1131.06
1653,373,2024-08-22,13:46:06,concluído,cartão crédito,24.62,15,2024-08-25,marketplace,4125.73,618.86,3531.49
1654,353,2025-07-06,05:38:23,cancelado,cartão débito,45.85,15,,loja física,783.6,117.54,711.91
1655,191,2026-04-23,10:33:06,concluído,cartão crédito,30.41,10,2026-04-29,site,1447.4499999999998,144.74,1333.12
1656,41,2026-03-15,14:58:42,concluído,cartão crédito,31.77,0,2026-03-27,loja física,334.05,0.0,365.82
1657,132,2025-04-22,11:15:55,concluído,pix,37.06,0,2025-05-04,loja física,150.13,0.0,187.19
1658,407,2024-09-22,01:47:40,cancelado,cartão crédito,13.02,0,,app,4999.8099999999995,0.0,5012.83
1659,26,2024-06-04,20:21:42,enviado,cartão crédito,23.6,10,,loja física,572.84,57.28,539.16
1660,399,2026-05-13,09:49:21,concluído,cartão crédito,25.03,0,2026-05-25,loja física,1311.8200000000002,0.0,1336.85
1661,348,2024-11-25,03:17:26,processando,cartão crédito,0.25,0,,loja física,139.98,0.0,140.23
1662,141,2024-06-22,13:12:24,enviado,cartão crédito,29.89,20,,marketplace,697.6,139.52,587.97
1663,10,2024-11-26,23:19:44,concluído,pix,11.03,5,2024-11-30,loja física,1579.96,79.0,1511.99
1664,305,2025-05-01,16:10:46,concluído,cartão crédito,19.41,15,2025-05-12,site,738.96,110.84,647.53
1665,178,2025-03-30,05:51:32,concluído,pix,7.57,15,2025-04-05,loja física,600.51,90.08,518.0
1666,88,2024-09-26,09:05:43,concluído,pix,12.76,0,2024-10-08,site,226.56,0.0,239.32
1667,288,2025-03-05,07:58:19,enviado,boleto,4.15,10,,marketplace,112.12,11.21,105.06
1668,162,2025-10-25,22:40:46,concluído,cartão débito,23.32,0,2025-11-07,app,1519.47,0.0,1542.79
1669,290,2025-01-12,16:59:56,enviado,cartão crédito,49.69,0,,marketplace,1356.14,0.0,1405.83
1670,121,2024-11-26,08:35:17,concluído,cartão crédito,26.83,0,2024-12-04,site,587.0,0.0,613.83
1671,109,2026-05-20,19:21:43,concluído,boleto,28.48,0,2026-05-24,app,1985.17,0.0,2013.65
1672,377,2026-04-17,15:21:40,enviado,boleto,27.45,0,,app,4460.68,0.0,4488.13
1673,143,2025-11-17,12:15:52,concluído,cartão crédito,18.12,0,2025-11-27,marketplace,646.14,0.0,664.26
1674,201,2025-03-29,17:56:32,concluído,cartão crédito,20.16,10,2025-04-07,marketplace,3867.37,386.74,3500.79
1675,231,2025-11-19,08:02:58,processando,cartão crédito,43.58,0,,site,181.06,0.0,224.64
1676,391,2026-04-21,16:55:35,concluído,cartão débito,8.6,15,2026-04-27,loja física,2908.46,436.27,2480.79
1677,499,2025-12-11,03:35:24,concluído,cartão crédito,9.42,0,2025-12-18,app,2302.45,0.0,2311.87
1678,258,2026-03-04,23:37:10,concluído,boleto,29.92,10,2026-03-14,site,2705.4399999999996,270.54,2464.82
1679,86,2026-05-05,05:06:48,concluído,cartão débito,23.55,0,2026-05-09,marketplace,559.92,0.0,583.47
1680,453,2024-08-30,05:14:51,concluído,pix,19.43,5,2024-09-09,app,4378.85,218.94,4179.34
1681,83,2025-06-20,21:59:53,processando,cartão débito,36.08,0,,loja física,36316.72,0.0,36352.8
1682,472,2024-10-13,14:36:28,cancelado,cartão crédito,6.62,0,,site,181.08,0.0,187.7
1683,236,2024-08-28,10:52:31,concluído,cartão crédito,30.1,20,2024-09-05,app,1367.27,273.45,1123.92
1684,257,2024-11-25,07:12:00,cancelado,cartão débito,40.1,10,,app,3108.45,310.85,2837.7
1685,493,2024-08-21,22:17:57,concluído,cartão crédito,37.36,5,2024-09-02,loja física,17299.93,865.0,16472.29
1686,241,2025-01-08,19:11:48,processando,pix,3.51,0,,marketplace,4068.9300000000003,0.0,4072.44
1687,276,2025-03-08,10:30:00,processando,cartão crédito,38.75,5,,site,3117.58,155.88,3000.45
1688,372,2024-08-02,03:56:44,concluído,cartão crédito,40.5,10,2024-08-16,site,2472.52,247.25,2265.77
1689,475,2025-09-25,03:13:03,concluído,cartão débito,32.42,0,2025-10-07,site,1254.6,0.0,1287.02
1690,135,2025-02-18,02:52:44,concluído,pix,28.93,10,2025-03-04,app,5702.04,570.2,5160.77
1691,174,2024-09-03,20:01:12,concluído,cartão crédito,12.13,0,2024-09-14,marketplace,339.3,0.0,351.43
1692,356,2025-03-10,21:53:02,concluído,cartão crédito,44.87,0,2025-03-21,app,1030.95,0.0,1075.82
1693,176,2026-05-22,01:43:22,enviado,cartão crédito,22.19,10,,marketplace,3065.2799999999997,306.53,2780.94
1694,19,2026-05-23,03:29:48,concluído,pix,7.39,0,2026-06-02,app,8312.42,0.0,8319.81
1695,289,2026-05-19,09:29:05,processando,cartão crédito,14.53,15,,app,2784.91,417.74,2381.7
1696,244,2024-08-08,18:39:53,concluído,pix,33.6,0,2024-08-13,app,2052.52,0.0,2086.12
1697,440,2026-04-30,12:44:25,concluído,cartão crédito,31.77,0,2026-05-05,app,980.8,0.0,1012.57
1698,300,2024-07-07,13:50:29,concluído,cartão crédito,18.17,5,2024-07-10,loja física,540.0799999999999,27.0,531.25
1699,88,2025-09-16,10:36:49,concluído,boleto,32.13,5,2025-10-01,marketplace,2864.2,143.21,2753.12
1700,444,2024-09-29,06:33:41,concluído,boleto,32.35,15,2024-10-06,loja física,428.76,64.31,396.8
1701,195,2024-10-20,05:13:19,concluído,cartão crédito,47.25,0,2024-11-04,marketplace,7200.82,0.0,7248.07
1702,143,2025-05-02,20:00:38,concluído,cartão débito,36.37,0,2025-05-05,app,1847.0400000000002,0.0,1883.41
1703,292,2025-07-20,22:40:26,concluído,boleto,45.22,10,2025-07-28,app,4559.05,455.9,4148.37
1704,187,2025-02-18,23:44:37,enviado,pix,19.88,0,,marketplace,693.35,0.0,713.23
1705,284,2025-09-12,15:21:58,concluído,boleto,42.25,5,2025-09-17,site,2092.02,104.6,2029.67
1706,29,2024-10-22,18:41:44,cancelado,cartão crédito,26.1,0,,app,893.36,0.0,919.46
1707,334,2025-11-13,15:21:10,enviado,pix,11.39,10,,app,87.54,8.75,90.18
1708,137,2025-04-30,04:55:51,concluído,cartão débito,4.56,0,2025-05-10,site,1078.3200000000002,0.0,1082.88
1709,68,2024-09-28,14:06:08,processando,cartão débito,3.04,0,,loja física,5702.04,0.0,5705.08
1710,452,2026-04-28,14:42:57,concluído,pix,15.91,5,2026-05-07,app,339.84,16.99,338.76
1711,43,2025-11-04,04:40:31,concluído,cartão débito,4.98,5,2025-11-12,loja física,1791.56,89.58,1706.96
1712,298,2025-11-19,15:24:08,concluído,cartão crédito,45.16,10,2025-11-20,loja física,227.16,22.72,249.6
1713,100,2025-01-24,03:21:14,enviado,cartão débito,31.68,10,,site,2062.07,206.21,1887.54
1714,308,2025-10-02,04:08:10,concluído,cartão crédito,31.49,0,2025-10-09,loja física,5878.14,0.0,5909.63
1715,154,2026-02-28,22:16:06,concluído,cartão crédito,26.56,0,2026-03-11,marketplace,701.36,0.0,727.92
1716,58,2025-01-12,19:58:09,enviado,boleto,47.19,0,,marketplace,269.62,0.0,316.81
1717,261,2025-03-01,12:10:40,processando,cartão débito,8.14,0,,loja física,5118.65,0.0,5126.79
1718,49,2026-04-14,20:28:38,enviado,boleto,22.12,5,,app,566.4,28.32,560.2
1719,391,2024-08-23,15:03:18,concluído,cartão crédito,15.33,0,2024-08-25,loja física,66.15,0.0,81.48
1720,475,2024-12-31,11:20:34,concluído,cartão débito,28.49,0,2025-01-05,app,669.76,0.0,698.25
1721,403,2026-05-16,13:38:39,concluído,cartão crédito,7.88,5,2026-05-23,marketplace,1248.67,62.43,1194.12
1722,243,2025-06-26,16:30:25,cancelado,pix,39.36,10,,marketplace,1371.36,137.14,1273.58
1723,242,2025-10-30,21:22:16,concluído,boleto,41.64,0,2025-11-04,marketplace,405.98,0.0,447.62
1724,425,2025-03-17,14:33:13,concluído,pix,22.44,0,2025-03-23,loja física,531.72,0.0,554.16
1725,3,2026-05-29,11:58:33,enviado,pix,20.16,20,,marketplace,3287.12,657.42,2649.86
1726,72,2024-12-27,01:13:50,enviado,boleto,38.28,0,,app,411.0,0.0,449.28
1727,132,2026-02-23,14:42:11,concluído,cartão crédito,18.64,0,2026-03-07,loja física,961.56,0.0,980.2
1728,379,2026-05-09,09:13:02,concluído,cartão crédito,10.73,5,2026-05-18,marketplace,1236.88,61.84,1185.77
1729,83,2025-12-08,09:30:56,concluído,cartão crédito,23.94,10,2025-12-12,loja física,3155.42,315.54,2863.82
1730,485,2026-02-14,06:20:18,cancelado,cartão crédito,32.9,5,,loja física,215.38,10.77,237.51
1731,301,2024-08-02,05:25:42,concluído,cartão crédito,5.06,5,2024-08-12,marketplace,339.3,16.96,327.4
1732,473,2026-02-06,15:08:31,concluído,cartão crédito,23.54,15,2026-02-14,site,996.86,149.53,870.87
1733,376,2024-06-05,14:24:47,concluído,cartão crédito,7.57,0,2024-06-18,marketplace,3914.86,0.0,3922.43
1734,46,2026-04-04,05:18:38,concluído,cartão crédito,16.36,5,2026-04-13,marketplace,12092.310000000001,604.62,11504.05
1735,150,2026-05-29,15:56:54,concluído,pix,7.01,10,2026-06-12,marketplace,239.08,23.91,222.18
1736,185,2024-09-27,08:42:12,cancelado,boleto,22.25,15,,app,308.04,46.21,284.08
1737,236,2026-01-29,00:44:36,concluído,cartão crédito,9.93,20,2026-02-02,marketplace,5703.26,1140.65,4572.54
1738,478,2025-10-26,07:48:18,concluído,cartão crédito,5.95,0,2025-11-07,loja física,7499.09,0.0,7505.04
1739,409,2024-09-25,18:25:00,processando,cartão crédito,26.37,15,,marketplace,477.39,71.61,432.15
1740,17,2025-02-07,15:48:09,concluído,boleto,43.57,0,2025-02-14,loja física,1719.32,0.0,1762.89
1741,325,2024-09-26,16:37:13,concluído,cartão crédito,3.77,0,2024-10-02,site,1522.34,0.0,1526.11
1742,263,2025-04-03,07:06:06,concluído,pix,4.38,15,2025-04-16,app,2324.29,348.64,1980.03
1743,393,2025-05-16,20:48:13,enviado,pix,40.81,0,,app,2110.05,0.0,2150.86
1744,38,2025-12-16,04:36:53,enviado,cartão crédito,28.7,0,,loja física,236.68,0.0,265.38
1745,206,2026-02-12,20:10:20,processando,cartão débito,0.32,10,,site,285.84,28.58,257.58
1746,219,2026-02-04,01:26:18,concluído,cartão crédito,42.69,5,2026-02-10,marketplace,2099.05,104.95,2036.79
1747,341,2025-06-10,12:25:01,concluído,cartão crédito,40.99,15,2025-06-21,app,106.43,15.96,131.46
1748,106,2026-02-26,15:58:13,concluído,cartão crédito,5.03,5,2026-03-01,site,920.8499999999999,46.04,879.84
1749,277,2024-07-26,04:36:54,enviado,cartão crédito,3.46,15,,app,131.31,19.7,115.07
1750,104,2024-08-30,19:19:42,enviado,cartão crédito,21.17,0,,app,28.03,0.0,49.2
1751,14,2025-08-26,17:34:12,enviado,cartão crédito,44.85,0,,loja física,1012.84,0.0,1057.69
1752,381,2025-05-01,22:06:08,concluído,pix,10.41,0,2025-05-15,loja física,5081.360000000001,0.0,5091.77
1753,395,2025-12-20,08:36:43,concluído,cartão crédito,40.64,0,2025-12-24,app,4196.87,0.0,4237.51
1754,371,2025-01-06,04:58:10,concluído,cartão débito,8.13,0,2025-01-16,loja física,309.44,0.0,317.57
1755,184,2024-09-24,06:36:06,enviado,pix,15.81,0,,site,18.97,0.0,34.78
1756,185,2024-08-13,03:51:09,enviado,cartão débito,25.39,15,,site,212.07,31.81,205.65
1757,216,2025-02-09,19:57:00,concluído,cartão crédito,42.79,0,2025-02-22,marketplace,1254.6,0.0,1297.39
1758,223,2024-09-10,23:14:12,processando,boleto,32.53,0,,site,515.7,0.0,548.23
1759,415,2024-10-23,04:08:38,enviado,cartão crédito,23.52,20,,marketplace,25910.97,5182.19,20752.3
1760,460,2026-01-21,01:41:42,enviado,cartão crédito,7.02,0,,site,1211.62,0.0,1218.64
1761,72,2025-03-29,23:02:33,concluído,pix,38.04,0,2025-04-01,app,3275.8799999999997,0.0,3313.92
1762,339,2025-03-04,18:54:06,processando,cartão crédito,30.82,10,,loja física,66.15,6.62,90.35
1763,266,2025-02-06,22:16:32,concluído,boleto,37.02,10,2025-02-21,app,1843.0,184.3,1695.72
1764,57,2025-06-22,18:28:28,concluído,pix,1.5,0,2025-07-07,loja física,2555.01,0.0,2556.51
1765,466,2025-04-29,02:36:01,enviado,pix,31.03,0,,site,1201.15,0.0,1232.18
1766,241,2025-06-12,17:40:00,concluído,cartão crédito,43.51,15,2025-06-27,site,65.78,9.87,99.42
1767,307,2025-11-24,12:05:57,concluído,pix,8.47,0,2025-12-07,marketplace,23238.16,0.0,23246.63
1768,48,2025-04-21,10:16:47,processando,cartão crédito,3.31,20,,loja física,212.07,42.41,172.97
1769,439,2025-09-14,07:06:09,cancelado,pix,21.98,15,,site,2103.89,315.58,1810.29
1770,461,2026-02-10,05:44:23,concluído,boleto,6.4,5,2026-02-18,marketplace,2874.63,143.73,2737.3
1771,343,2025-10-11,08:57:36,cancelado,pix,23.84,10,,app,4113.7,411.37,3726.17
1772,67,2025-02-17,22:02:20,concluído,pix,7.12,5,2025-02-26,site,10519.26,525.96,10000.42
1773,145,2024-09-19,06:25:45,enviado,pix,5.25,0,,app,1151.76,0.0,1157.01
1774,155,2026-02-16,22:47:19,enviado,cartão crédito,48.6,5,,marketplace,2193.52,109.68,2132.44
1775,68,2025-10-24,20:23:17,enviado,cartão crédito,18.7,0,,site,20036.35,0.0,20055.05
1776,410,2026-05-20,17:45:31,enviado,cartão crédito,2.4,0,,app,14848.48,0.0,14850.88
1777,18,2024-12-11,21:51:27,concluído,pix,11.87,0,2024-12-22,site,4261.95,0.0,4273.82
1778,440,2025-03-28,12:53:17,concluído,cartão crédito,31.37,10,2025-04-05,loja física,279.96,28.0,283.33
1779,233,2025-04-25,02:10:45,concluído,cartão débito,27.24,0,2025-04-29,marketplace,342.84,0.0,370.08
1780,264,2025-08-04,14:13:26,enviado,boleto,16.83,15,,marketplace,472.41999999999996,70.86,418.39
1781,250,2025-06-25,00:27:23,concluído,pix,22.77,0,2025-07-09,marketplace,1385.39,0.0,1408.16
1782,135,2025-07-27,08:46:28,enviado,cartão crédito,18.23,5,,app,2413.98,120.7,2311.51
1783,425,2025-07-23,12:00:14,concluído,cartão crédito,27.47,0,2025-07-31,marketplace,283.95,0.0,311.42
1784,284,2025-06-21,12:33:13,concluído,boleto,4.14,15,2025-06-28,app,1611.6,241.74,1374.0
1785,262,2025-07-22,11:50:27,concluído,cartão crédito,41.92,0,2025-08-06,site,248.6,0.0,290.52
1786,182,2025-07-25,09:31:28,concluído,cartão débito,38.92,5,2025-08-06,site,1223.79,61.19,1201.52
1787,186,2026-03-03,21:52:55,processando,cartão débito,34.62,20,,app,277.34,55.47,256.49
1788,349,2024-11-29,15:26:36,concluído,cartão crédito,31.65,5,2024-12-01,app,2609.81,130.49,2510.97
1789,218,2025-03-29,15:46:11,concluído,pix,13.89,20,2025-04-08,loja física,12938.92,2587.78,10365.03
1790,268,2024-08-07,20:32:43,concluído,boleto,44.6,0,2024-08-22,app,745.0500000000001,0.0,789.65
1791,154,2025-08-29,03:45:02,enviado,cartão crédito,12.54,5,,marketplace,26113.649999999998,1305.68,24820.51
1792,314,2025-12-11,04:53:32,concluído,cartão débito,3.33,10,2025-12-23,app,3345.51,334.55,3014.29
1793,83,2025-04-27,13:28:47,concluído,pix,40.27,20,2025-05-11,app,2582.91,516.58,2106.6
1794,331,2025-07-18,04:46:56,concluído,cartão crédito,29.51,0,2025-07-21,marketplace,469.6,0.0,499.11
1795,72,2025-08-26,18:11:44,concluído,pix,6.16,10,2025-08-31,app,2240.15,224.02,2022.29
1796,345,2026-01-28,02:31:57,concluído,cartão crédito,16.34,5,2026-01-31,marketplace,1755.35,87.77,1683.92
1797,322,2025-11-24,13:33:19,concluído,cartão débito,11.59,0,2025-12-07,site,1751.03,0.0,1762.62
